IDN,AGE,COUNTRY,GENDER,IMMIGRANT,HAPPINESS
23789,66,Albania,Female,0,6.91
41696,28,Senegal,Female,0,3.21
77361,28,Myanmar,Female,0,5.36
55436,50,Georgia,Male,0,5.21
65102,44,Burkina Faso,Female,0,2.98
45877,69,Bolivia,Female,0,4.95
11775,37,Togo,Female,0,3.28
51185,88,Oman,Female,0,8.06
82217,79,Chile,Female,0,7.50
53934,58,Liberia,Female,0,4.54
61559,44,Lebanon,Male,0,6.22
58163,85,Dominican Republic,Female,0,6.71
48551,49,Italy,Male,0,4.30
28945,39,Togo,Male,0,3.82
44664,51,Luxembourg,Female,0,7.50
15939,42,Saudi Arabia,Male,0,6.70
24542,63,Canada,Female,1,7.97
60125,66,Sri Lanka,Male,0,3.96
85122,60,Togo,Male,0,3.05
69335,26,Romania,Female,0,7.79
18131,62,Germany,Female,1,6.05
47717,53,Zimbabwe,Male,0,4.73
31949,85,Zambia,Male,0,6.45
86730,32,Luxembourg,Male,1,8.33
45080,41,Russia,Female,0,5.27
40978,81,Libya,Female,0,4.46
49216,31,Indonesia,Female,0,7.78
74035,40,Congo-Brazzaville,Female,0,4.99
81116,41,Niger,Female,0,3.61
36717,50,Slovakia,Male,0,5.66
57237,59,Latvia,Female,0,6.65
55676,82,Afghanistan,Male,0,5.21
43156,60,Ukraine,Male,0,5.00
48899,25,Botswana,Female,0,3.99
22320,47,Poland,Female,0,6.05
78046,62,Congo-Brazzaville,Female,0,4.95
51878,70,Venezuela,Male,0,8.21
24251,48,Luxembourg,Male,1,7.75
32214,45,Libya,Male,0,5.79
79132,83,Honduras,Male,0,4.66
10006,30,Belarus,Male,0,6.47
59231,78,South Korea,Male,1,9.27
85488,44,Kyrgyzstan,Male,0,6.26
33410,79,Somaliland region,Male,0,5.00
44494,38,Oman,Female,0,6.43
45952,23,Swaziland,Female,1,6.26
29491,60,Azerbaijan,Female,0,5.17
97362,43,Latvia,Female,0,6.05
99138,42,Morocco,Female,0,3.89
17182,87,Honduras,Female,0,4.67
76100,49,Nigeria,Male,0,6.43
57289,28,Kuwait,Female,1,7.81
95449,63,Latvia,Male,0,4.17
52453,39,France,Female,0,7.04
18380,47,Ireland,Female,1,6.88
43316,38,Nepal,Female,0,5.86
13107,50,Iran,Male,0,5.35
51585,44,Georgia,Female,0,6.69
11748,74,Romania,Female,0,5.24
91402,87,Liberia,Male,0,5.66
38908,64,Dominican Republic,Female,0,4.10
23770,49,Jordan,Male,0,5.68
14612,50,Oman,Female,1,7.14
49399,40,Yemen,Female,0,4.51
49091,46,Bolivia,Male,0,6.86
27524,63,Taiwan,Male,0,4.40
88088,34,Zimbabwe,Male,0,5.16
20191,45,Mozambique,Female,0,4.54
66396,83,Indonesia,Male,0,4.37
55030,56,Suriname,Male,0,6.07
16349,64,Iran,Female,0,3.26
60013,79,Thailand,Female,0,7.97
36390,86,Moldova,Male,0,5.21
76634,70,Thailand,Male,0,6.25
35061,49,Malta,Female,1,7.88
53260,42,China,Female,0,5.99
57825,46,Cyprus,Female,1,7.98
49938,33,Argentina,Male,1,9.03
58780,43,Israel,Male,0,7.39
61624,56,Syria,Male,0,5.32
18711,84,Colombia,Female,1,5.28
46497,43,Ethiopia,Female,0,5.31
82720,73,Austria,Female,0,6.96
57450,82,Mongolia,Male,1,6.17
91553,41,Iraq,Male,0,6.08
96034,34,Mexico,Male,0,6.14
34493,26,Spain,Male,1,6.12
95166,30,Mali,Female,0,4.68
94363,89,Kyrgyzstan,Male,0,6.27
15190,34,Palestinian Territories,Male,0,4.49
99214,66,Tunisia,Male,0,5.00
62620,46,Macedonia,Female,1,5.63
75055,33,Malta,Female,0,6.77
85081,87,Chile,Male,0,8.07
83194,72,Egypt,Female,0,4.19
57465,35,Belarus,Male,0,5.48
88511,64,Chile,Female,0,6.16
41222,32,Trinidad and Tobago,Female,0,7.80
10806,42,Botswana,Male,0,4.65
22132,39,North Cyprus,Male,1,5.90
54801,83,Romania,Male,1,5.67
48933,41,China,Male,0,4.37
73531,47,Philippines,Female,0,3.94
21169,46,Mozambique,Male,1,5.03
49531,43,Zimbabwe,Female,0,4.47
86570,67,Venezuela,Female,0,9.23
17044,40,Rwand2a4,Male,0,5.39
24526,69,Iceland,Female,0,8.91
56689,55,Croatia,Female,0,7.08
12214,40,Chad,Male,0,5.75
50818,24,Swaziland,Male,0,5.46
64609,51,Zambia,Female,0,6.13
47256,45,Japan,Female,0,5.91
32336,40,Greece,Male,0,3.78
15892,46,Togo,Female,0,3.18
79117,86,Ecuador,Male,0,7.23
88849,48,Niger,Male,0,3.27
91981,44,Israel,Male,0,5.50
61414,75,Cambodia,Female,0,4.88
33658,55,Netherlands,Male,0,7.83
18097,67,New Zealand,Female,1,7.17
33048,56,Mauritius,Female,0,7.06
21581,42,Vietnam,Male,0,6.46
93413,89,Central African Republic,Male,0,4.25
98026,54,Israel,Female,0,8.07
84717,41,Lebanon,Female,0,4.96
29651,80,Bosnia and Herzegovina,Female,0,5.48
50151,23,Oman,Male,0,6.63
60106,72,Belarus,Female,1,6.61
49715,45,Jordan,Female,0,5.70
87614,82,Somaliland region,Female,0,3.64
87566,65,New Zealand,Female,1,9.05
33658,26,Ireland,Male,0,7.04
72753,47,Cameroon,Male,0,4.78
15091,89,Kuwait,Female,1,8.72
98511,57,Colombia,Male,0,6.03
91899,25,Niger,Female,0,4.48
31463,46,Austria,Female,0,7.66
96077,64,Slovenia,Female,0,7.52
23762,32,Hong Kong,Female,0,7.37
97795,26,Qatar,Male,0,7.74
84392,72,Bolivia,Male,0,5.56
58462,51,Ukraine,Female,0,5.35
79114,51,Cameroon,Male,0,4.90
22803,28,Palestinian Territories,Male,0,5.33
66172,33,Uganda,Male,0,3.32
54623,67,Iraq,Female,0,3.64
12791,47,Bulgaria,Female,0,3.79
74475,32,Chile,Female,0,4.78
73613,89,Lithuania,Female,1,6.66
94803,50,Macedonia,Male,0,5.70
11939,42,Kazakhstan,Male,0,7.86
90808,63,Zambia,Female,1,5.69
30611,47,Mexico,Female,0,8.47
81966,47,Iceland,Female,0,6.28
14750,40,Mozambique,Male,0,3.24
46402,25,Thailand,Male,0,5.26
59595,62,Saudi Arabia,Female,0,7.91
35205,84,Belarus,Male,0,4.84
74301,72,Senegal,Male,0,4.66
46233,43,Sri Lanka,Female,0,4.31
65419,54,Sweden,Female,0,7.68
55836,61,Estonia,Female,0,5.71
10481,35,Ethiopia,Female,0,6.33
98058,60,Malawi,Male,0,5.64
39452,49,Hungary,Male,0,6.10
55284,65,Iceland,Female,1,9.87
18905,35,Bulgaria,Female,0,2.61
64709,43,Honduras,Female,0,5.16
10361,69,Bahrain,Male,0,5.00
62434,59,Hungary,Female,0,6.15
98715,55,Haiti,Male,0,3.76
78806,70,Peru,Male,0,6.80
71177,27,Guinea,Female,0,4.31
81749,61,Burkina Faso,Male,0,5.07
83138,76,Ecuador,Male,0,7.05
59569,82,Sudan,Female,0,4.26
49888,67,Myanmar,Male,0,6.15
68685,76,Sierra Leone,Male,0,6.07
86329,80,Colombia,Female,0,8.33
18188,81,Turkmenistan,Female,0,5.72
38117,66,Malta,Male,1,6.47
35764,47,Belgium,Female,0,7.89
26543,55,Peru,Male,0,7.26
74886,47,Finland,Female,0,8.76
71939,66,Mozambique,Female,0,6.05
50197,79,Somaliland region,Male,0,5.54
86163,63,Bolivia,Male,0,5.09
26556,64,Haiti,Female,0,5.57
42429,28,Armenia,Female,0,5.24
87615,89,Bahrain,Female,0,7.61
67639,48,Australia,Female,0,9.53
84100,67,Trinidad and Tobago,Female,0,6.46
50370,47,Latvia,Male,0,3.87
35578,56,Malaysia,Female,0,6.56
73274,43,Guinea,Male,0,4.83
39911,48,Japan,Female,0,6.42
25715,69,Bosnia and Herzegovina,Female,0,6.14
19988,83,Benin,Female,0,3.97
89755,80,Indonesia,Male,1,6.87
19529,53,Ghana,Female,1,5.70
43784,48,Ghana,Female,0,4.92
31365,58,Sudan,Female,0,5.93
56293,82,Philippines,Female,0,4.54
22637,29,Niger,Male,0,4.86
58641,45,Slovakia,Female,0,5.99
22199,79,Serbia,Male,0,2.93
70297,73,Tajikistan,Female,0,5.72
82530,88,Georgia,Female,0,4.72
95321,35,Estonia,Female,0,5.52
36207,76,Turkey,Female,0,5.54
11314,29,Sudan,Female,1,3.90
57489,46,Japan,Male,0,6.65
75721,30,Venezuela,Female,1,7.39
11281,49,Netherlands,Male,0,7.95
64105,69,Honduras,Female,0,7.61
92801,71,Rwand2a4,Female,0,4.90
20435,67,Austria,Female,1,9.53
46956,37,Netherlands,Male,1,7.90
37475,73,Ireland,Male,0,9.12
51782,45,Kyrgyzstan,Female,0,5.96
90244,53,Turkey,Female,0,6.93
32361,73,Nicaragua,Male,0,5.23
37727,41,Zimbabwe,Male,0,4.87
84819,34,Cameroon,Male,0,3.78
72935,42,Malta,Male,0,5.37
88035,57,Sri Lanka,Male,0,2.96
28112,86,Netherlands,Male,1,10.25
32425,33,Belarus,Female,1,6.52
76200,48,Pakistan,Male,0,5.45
14863,66,Portugal,Male,0,3.99
83060,43,Paraguay,Male,0,6.60
90739,50,Mali,Male,0,3.06
22660,87,South Africa,Female,0,4.67
79805,37,Haiti,Female,0,5.05
33923,36,Hungary,Male,0,6.70
64184,38,Australia,Female,0,8.11
19332,56,Colombia,Female,0,7.66
95166,51,Congo-Brazzaville,Male,0,6.20
26137,54,Croatia,Female,0,5.23
43300,62,Nigeria,Female,0,5.85
64055,47,Iraq,Female,0,5.59
69385,42,Cyprus,Female,0,8.09
46662,42,Yemen,Male,0,4.96
71185,36,Gabon,Male,0,4.46
42189,27,Canada,Male,1,7.44
23536,65,Japan,Female,0,6.99
81968,37,Finland,Male,0,6.90
10804,49,Paraguay,Female,0,6.60
26435,36,South Africa,Female,0,4.78
16180,67,Iraq,Female,0,4.00
86955,37,Russia,Female,0,5.60
44762,75,Denmark,Male,1,9.44
41734,45,Uzbekistan,Female,0,4.62
79970,55,Togo,Male,0,2.05
49249,85,Iraq,Male,0,3.40
51549,41,Ghana,Male,1,5.97
76194,80,Laos,Male,1,3.62
79852,74,Macedonia,Female,0,5.06
82825,41,Algeria,Male,0,6.26
30198,35,Saudi Arabia,Female,0,7.17
58462,60,Oman,Male,0,8.89
82138,56,Moldova,Female,0,7.10
21189,67,Denmark,Female,0,7.36
65139,66,Mali,Female,0,5.21
47569,32,Laos,Male,0,4.50
30646,70,Brazil,Female,0,7.79
20390,42,Bosnia and Herzegovina,Male,1,6.00
52989,30,Botswana,Male,0,2.10
52231,85,Sri Lanka,Male,0,3.66
94619,27,Bulgaria,Male,0,3.92
71176,75,Luxembourg,Female,0,7.43
96698,34,Malawi,Female,0,4.32
91302,44,Mauritius,Female,0,4.86
69196,43,Peru,Male,0,6.71
95984,60,Romania,Female,0,5.75
77238,46,Estonia,Female,1,5.21
69745,65,Botswana,Female,0,2.74
78654,77,Egypt,Male,0,5.65
34949,27,Kyrgyzstan,Female,0,7.50
58241,46,Singapore,Male,0,7.36
97049,50,Qatar,Male,0,7.32
91558,51,Myanmar,Male,0,6.33
95217,33,Mozambique,Female,0,5.87
19787,82,Burkina Faso,Male,0,4.49
52028,23,Iran,Female,0,6.74
11184,25,Turkey,Male,0,7.22
95556,32,Nigeria,Male,0,5.88
31472,44,South Korea,Female,0,6.21
20935,45,Thailand,Female,1,7.36
98815,70,Lesotho,Female,0,7.17
92335,61,Benin,Female,0,5.69
49004,30,Central African Republic,Female,0,3.65
88771,78,Argentina,Male,1,9.18
88115,42,India,Male,0,6.44
65195,80,Costa Rica,Male,1,6.57
30155,39,United States,Male,0,6.65
61551,65,Botswana,Male,0,4.79
51559,74,Bosnia and Herzegovina,Female,0,5.91
51653,44,Australia,Male,0,7.80
54455,57,Dominican Republic,Male,0,5.13
46704,49,Honduras,Male,0,5.54
50629,78,Azerbaijan,Male,0,5.41
15874,30,United States,Male,0,7.19
13076,37,Philippines,Male,0,5.80
69366,49,Congo-Kinshasa,Female,0,6.53
46905,78,Iran,Female,0,6.06
74400,27,Iceland,Female,0,8.42
55257,57,Azerbaijan,Female,0,5.19
26164,62,Sudan,Female,0,6.28
21521,86,Ethiopia,Female,0,4.69
90996,49,Estonia,Male,0,6.20
13479,44,Lithuania,Male,0,6.25
79371,75,Kosovo,Female,0,5.90
53299,50,Turkey,Male,0,5.58
40717,44,Indonesia,Female,1,4.84
82241,36,Congo-Kinshasa,Female,0,5.50
24354,84,Ethiopia,Female,0,5.74
77885,62,Yemen,Male,0,4.21
37559,64,Algeria,Male,0,3.43
92558,49,Mongolia,Male,0,6.31
25738,61,Laos,Male,0,6.63
93942,72,Kyrgyzstan,Male,0,5.47
81469,78,Lesotho,Female,0,4.35
50434,55,Colombia,Male,0,7.12
41025,40,Myanmar,Female,0,3.63
92536,62,Finland,Male,0,9.48
96063,42,Singapore,Female,0,7.27
72656,44,Mauritius,Male,0,7.10
56945,66,Indonesia,Female,1,6.13
96241,65,Hong Kong,Male,0,5.51
31622,49,Lithuania,Female,0,5.02
56469,66,Hungary,Female,0,6.84
83942,56,Ireland,Female,1,6.66
74446,69,Tajikistan,Male,0,4.78
63689,54,Paraguay,Male,0,4.90
94715,76,Luxembourg,Male,1,7.30
97018,51,Uganda,Male,1,6.06
67824,44,Tunisia,Male,0,5.29
26246,28,Turkmenistan,Male,0,6.80
95568,67,Myanmar,Male,0,5.19
49088,43,Colombia,Male,1,6.72
66557,45,Senegal,Female,0,5.57
31248,44,Kosovo,Male,0,6.12
68040,82,Thailand,Male,0,4.71
98744,50,Zimbabwe,Female,0,4.91
65495,63,Dominican Republic,Male,0,6.26
54072,84,United States,Female,0,9.24
47683,48,Trinidad and Tobago,Female,0,7.02
17298,48,North Cyprus,Male,0,5.98
40176,28,Norway,Female,1,9.31
61255,68,Kosovo,Male,0,7.43
30957,49,China,Female,0,4.62
79768,50,Burkina Faso,Female,0,4.21
47733,79,India,Male,0,6.15
74067,68,Morocco,Female,1,7.21
97422,35,Central African Republic,Female,0,4.86
48253,40,Zimbabwe,Female,0,5.09
42638,29,Austria,Male,0,5.50
28710,82,Azerbaijan,Female,0,5.91
27575,49,Djibouti,Male,0,2.84
13317,83,South Africa,Male,0,4.52
43774,87,Honduras,Male,0,4.90
25401,48,United Arab Emirates,Male,1,8.91
46685,50,Kyrgyzstan,Female,0,5.67
86851,45,Trinidad and Tobago,Female,0,8.89
89553,38,Ireland,Female,1,9.11
42565,27,Haiti,Female,0,2.76
37170,48,Bolivia,Female,0,5.69
75720,46,Palestinian Territories,Female,0,6.52
99311,35,South Africa,Female,0,6.70
95241,44,Trinidad and Tobago,Male,0,7.40
35892,50,Hungary,Male,0,5.95
67015,67,Hong Kong,Male,0,5.70
45479,45,Haiti,Male,0,5.39
81227,41,Hungary,Male,0,5.59
20528,25,Ireland,Male,0,7.32
63530,42,Nicaragua,Female,0,3.69
89481,79,Georgia,Male,0,3.17
71963,74,Sudan,Male,0,3.72
88817,46,Taiwan,Male,0,5.45
98817,46,Argentina,Male,0,6.65
99357,30,Sierra Leone,Male,0,3.00
59685,43,Vietnam,Male,0,6.50
40640,36,Somaliland region,Male,0,3.40
10617,38,Philippines,Female,0,6.96
85903,49,New Zealand,Female,0,6.77
17911,78,Panama,Female,0,8.49
30149,75,Malawi,Female,0,5.02
49478,49,Slovakia,Female,0,4.71
38509,60,Madagascar,Male,0,3.50
27465,25,Lesotho,Female,0,3.40
28492,59,Bahrain,Male,0,4.52
48208,37,Singapore,Female,0,6.49
73042,58,Romania,Female,0,6.62
40407,44,Yemen,Female,0,3.19
16444,78,Venezuela,Male,0,6.76
82407,62,Finland,Male,0,6.98
69963,50,Ecuador,Male,0,4.77
38580,27,China,Female,0,5.74
78224,71,Hungary,Male,1,4.95
29633,59,Bosnia and Herzegovina,Male,0,4.43
17636,78,Nigeria,Male,0,3.99
33055,80,Sudan,Female,0,4.76
87535,86,Somaliland region,Male,0,5.41
60879,66,Argentina,Female,0,8.69
77060,41,Singapore,Female,0,7.47
58536,45,Bosnia and Herzegovina,Female,0,5.86
52338,79,Japan,Male,1,5.02
84080,29,Chad,Male,0,3.13
20633,49,Guinea,Male,0,4.25
28854,85,Mongolia,Male,0,3.70
12649,87,New Zealand,Female,1,8.63
64284,40,India,Female,0,4.34
48530,40,Hong Kong,Female,1,5.88
81898,47,Montenegro,Female,1,4.57
32526,30,Saudi Arabia,Female,0,6.32
23679,73,Iceland,Male,1,9.21
30320,26,Montenegro,Female,0,6.51
56786,81,Kyrgyzstan,Male,1,4.34
68505,43,Iraq,Male,0,5.75
68236,72,Botswana,Male,0,5.95
49019,50,Jordan,Male,1,4.50
70010,53,El Salvador,Male,0,7.57
44171,86,Spain,Female,0,6.85
14280,41,Palestinian Territories,Female,0,3.76
54119,29,Georgia,Female,0,2.91
92699,46,Cyprus,Female,0,7.61
78060,45,Finland,Male,0,6.89
79808,68,Oman,Male,1,7.68
13287,74,Jordan,Male,0,6.34
62993,49,Norway,Female,0,8.87
10416,32,Singapore,Male,0,5.63
65580,43,Ukraine,Male,0,6.84
26302,66,Czech Republic,Male,0,6.89
29539,45,Bulgaria,Female,0,4.58
37787,68,Malaysia,Female,0,5.20
94773,44,Portugal,Female,1,4.82
13984,45,Kenya,Male,0,6.58
45248,87,Bahrain,Female,0,7.11
22288,73,Czech Republic,Female,0,8.09
94484,85,Ethiopia,Male,0,6.70
16598,60,Egypt,Male,0,2.90
81098,42,Kosovo,Male,0,5.53
94240,36,Bolivia,Male,0,5.12
48539,41,Lebanon,Female,0,6.16
95704,52,Norway,Female,0,9.28
85760,40,South Korea,Male,0,5.20
46270,77,Albania,Male,0,5.79
97603,47,Jamaica,Female,0,6.54
42419,67,Jamaica,Male,0,5.47
45658,71,Ecuador,Male,0,5.64
44495,35,El Salvador,Female,0,7.51
87448,57,Uzbekistan,Male,1,5.77
15767,31,Armenia,Female,0,4.19
22222,24,Chile,Female,1,6.15
80059,65,Senegal,Male,0,4.18
52985,79,Cyprus,Male,0,6.42
76337,43,United Arab Emirates,Female,0,9.02
43457,41,Bahrain,Female,0,7.06
54212,41,Algeria,Male,1,4.79
85955,44,Madagascar,Female,0,3.85
34721,44,Argentina,Female,0,7.18
89357,67,Cameroon,Male,0,5.95
11234,38,Burkina Faso,Female,1,4.98
80275,41,Madagascar,Male,0,3.83
68384,29,Russia,Female,0,5.41
70416,67,Belgium,Male,0,5.86
99798,52,Malta,Male,0,5.06
80661,44,Mauritius,Female,0,5.52
28643,44,Netherlands,Female,0,8.66
53459,41,Burundi,Male,0,3.88
77754,63,Latvia,Male,0,4.75
97356,70,Estonia,Female,0,5.15
65924,82,Tajikistan,Female,0,3.77
78955,65,Liberia,Female,0,4.99
58548,54,Laos,Male,0,4.64
12756,75,Burkina Faso,Male,0,4.67
69380,86,Rwand2a4,Male,0,4.83
68326,57,Paraguay,Male,0,7.47
22885,23,Indonesia,Male,1,5.56
82856,83,Uganda,Male,1,4.47
28619,26,Mali,Female,0,5.74
60261,69,Mali,Male,0,2.62
36146,50,Switzerland,Female,1,7.82
14595,76,Ethiopia,Male,0,4.01
19077,62,Algeria,Female,1,5.87
87454,30,Palestinian Territories,Male,0,6.15
77391,89,Guatemala,Male,0,5.67
97763,25,Guinea,Female,0,2.86
35181,33,Oman,Female,0,7.92
79693,61,Macedonia,Female,0,6.10
13246,71,Portugal,Female,0,4.01
37998,33,Bolivia,Female,0,7.68
68573,44,Kenya,Male,0,6.05
47282,29,Turkmenistan,Female,0,6.78
20497,71,Greece,Male,0,4.72
67779,41,Palestinian Territories,Female,0,4.17
55982,49,Georgia,Female,1,4.76
70177,26,Peru,Male,0,5.20
82371,47,Estonia,Female,0,5.85
91060,75,Canada,Male,0,8.84
11077,58,Cyprus,Male,0,6.38
40719,44,Spain,Male,1,5.32
65143,40,Slovakia,Female,0,6.73
62492,84,Indonesia,Female,0,4.68
88746,32,Australia,Male,0,8.03
52319,70,Indonesia,Male,0,7.29
50219,48,Malaysia,Male,0,7.14
96382,50,Ukraine,Female,0,3.83
46775,39,Mexico,Male,0,6.97
32207,61,Croatia,Female,0,5.68
16369,58,Somaliland region,Female,0,4.42
58277,48,Lebanon,Male,0,5.42
47513,39,Singapore,Female,0,6.44
17033,25,Guinea,Male,0,5.86
12983,71,Kenya,Male,0,3.86
99229,89,Czech Republic,Female,1,6.79
36649,88,Zimbabwe,Female,0,4.57
52867,47,Palestinian Territories,Female,0,6.43
69410,72,Bulgaria,Female,0,4.26
71683,32,Kenya,Male,0,4.76
89399,71,Benin,Female,0,3.35
52750,24,Ukraine,Female,1,5.29
31851,44,Tajikistan,Male,0,4.18
14895,28,Chile,Female,0,8.82
84304,53,Liberia,Male,1,6.54
78633,35,Romania,Male,0,6.38
79862,45,Sudan,Male,0,4.52
42874,37,Japan,Female,0,6.93
59632,27,Iraq,Female,1,6.61
73993,76,Yemen,Female,0,4.77
41118,46,Guatemala,Female,1,5.31
34287,85,Uganda,Female,0,4.93
76668,37,Peru,Male,0,5.50
92304,48,Guinea,Male,0,3.03
73737,78,Mozambique,Male,0,6.11
87732,34,Botswana,Female,0,2.72
42770,59,Botswana,Female,0,5.68
17978,61,Kosovo,Female,0,6.64
91268,50,Kazakhstan,Male,0,6.02
13087,33,Cameroon,Female,0,3.99
13482,72,Congo-Kinshasa,Male,1,6.42
41622,48,Slovenia,Male,1,7.61
79246,63,Moldova,Female,0,6.38
74344,59,Armenia,Female,0,4.79
29044,46,Tunisia,Male,0,6.37
49625,66,Oman,Female,0,6.79
80746,49,Laos,Male,0,5.59
98953,80,Singapore,Male,1,5.82
59394,41,Qatar,Female,0,8.56
96157,88,Belgium,Female,0,4.95
45869,43,Greece,Female,1,7.39
93136,82,Zimbabwe,Male,1,4.25
68702,69,Bolivia,Male,0,4.82
76172,44,Benin,Female,0,3.68
80985,34,Spain,Female,0,5.91
11347,34,Botswana,Male,0,3.24
31708,43,Norway,Male,1,7.21
60912,35,Libya,Female,0,6.29
57992,76,Libya,Female,0,5.08
10368,72,Kenya,Female,0,3.19
67966,45,Madagascar,Female,0,3.53
32769,81,Djibouti,Female,0,5.37
23706,29,Kazakhstan,Male,1,7.15
34361,84,Niger,Male,0,6.33
28619,88,Kazakhstan,Male,0,6.85
17185,75,Myanmar,Male,0,5.77
92368,43,Singapore,Female,0,7.44
32022,80,Algeria,Male,0,5.54
25333,26,Lesotho,Female,0,4.75
56821,60,South Africa,Female,0,4.78
41672,61,Serbia,Male,0,5.54
54121,43,Latvia,Female,0,6.89
42740,40,Slovakia,Female,1,6.21
18062,60,Sri Lanka,Female,0,4.75
34473,81,Tajikistan,Female,0,2.45
84406,47,Slovenia,Male,0,7.67
66457,81,Macedonia,Female,1,5.85
45408,26,Gabon,Male,0,3.43
64817,85,Algeria,Female,0,4.80
53074,41,Vietnam,Female,0,4.24
36414,75,Argentina,Female,0,6.73
16649,41,Saudi Arabia,Male,0,7.08
12962,42,Ecuador,Male,0,7.35
39599,72,Luxembourg,Female,0,8.09
31561,41,Saudi Arabia,Male,0,7.13
59561,52,Turkmenistan,Female,0,5.10
18499,35,Tanzania,Female,0,3.80
94213,65,Bolivia,Female,0,5.13
79544,35,Australia,Male,0,10.13
96094,36,El Salvador,Female,1,8.73
27024,77,Poland,Female,0,6.93
48080,61,Cyprus,Male,0,7.26
87254,41,Israel,Male,0,8.87
68174,61,New Zealand,Female,0,6.89
60545,28,Russia,Male,1,6.48
41592,86,Costa Rica,Male,0,8.74
71430,88,Iran,Female,0,3.87
77715,55,Malawi,Male,0,3.62
36580,23,United Kingdom,Male,0,7.01
78880,76,France,Male,1,5.85
74648,84,Chile,Male,0,6.93
33909,62,Myanmar,Female,0,2.80
87042,38,Malawi,Female,0,5.12
94975,38,Philippines,Female,0,6.44
89099,70,Sierra Leone,Male,0,5.01
47674,42,Sudan,Male,0,6.31
69553,66,Lebanon,Female,0,5.92
93225,28,Moldova,Female,0,7.14
37068,84,Kenya,Female,0,5.87
73465,49,South Africa,Female,0,5.76
29249,39,Moldova,Male,0,4.92
63862,76,Somaliland region,Female,0,5.97
49734,48,Kenya,Female,0,5.76
26577,78,Guinea,Male,0,4.03
60058,51,Kazakhstan,Male,0,7.42
31469,51,Central African Republic,Female,0,4.49
98331,77,Morocco,Male,0,5.26
16351,83,India,Male,1,4.50
53319,24,Finland,Female,1,9.47
35770,45,Finland,Female,0,9.48
79054,76,Montenegro,Female,0,7.23
86130,86,Turkmenistan,Female,0,5.37
11261,79,Panama,Female,0,9.03
40556,73,Kazakhstan,Male,0,5.01
20071,48,Saudi Arabia,Female,1,7.55
21221,76,Czech Republic,Female,1,5.91
44744,77,Dominican Republic,Female,0,5.21
40645,46,Nepal,Male,0,4.44
64153,63,Venezuela,Female,1,9.30
81959,42,Senegal,Male,0,3.10
95525,70,Mauritania,Female,0,5.37
17107,66,Malawi,Female,0,3.83
16221,54,Angola,Male,1,5.79
81166,30,Australia,Male,0,7.09
12811,44,Lithuania,Male,0,4.67
59893,74,Central African Republic,Male,0,5.80
98226,27,Malta,Female,0,7.89
88148,61,Australia,Female,0,7.71
95738,65,Chile,Male,0,5.02
36257,49,Iraq,Male,0,6.71
61564,26,Togo,Female,0,2.85
29332,56,Malawi,Female,0,6.29
20997,38,Luxembourg,Female,0,9.06
67446,63,Italy,Male,0,6.46
15924,58,Mozambique,Female,0,6.30
26812,68,Libya,Male,1,4.18
35074,50,Sierra Leone,Male,0,4.93
59613,48,Austria,Female,1,8.61
84009,25,Colombia,Male,0,8.83
28442,86,Chile,Male,0,7.63
21576,68,Haiti,Female,0,5.84
48581,38,Slovenia,Female,0,6.09
91071,84,Czech Republic,Male,0,7.01
88048,60,Moldova,Female,0,7.13
21275,89,Slovenia,Male,0,6.98
34214,44,Sierra Leone,Male,0,3.21
94124,45,Slovakia,Female,0,5.45
32351,47,Sudan,Female,0,4.51
30686,60,Cyprus,Female,0,6.20
88029,66,Cambodia,Male,0,6.31
80514,23,Turkey,Female,0,3.76
82115,86,Mauritania,Female,1,7.15
27094,49,Egypt,Female,0,5.85
34284,87,Uganda,Male,0,5.73
61031,87,Bosnia and Herzegovina,Female,0,5.29
96647,82,India,Female,0,4.96
57212,86,Libya,Male,0,4.41
15261,50,Ghana,Male,0,5.86
50144,83,Palestinian Territories,Male,0,5.02
66851,88,Burkina Faso,Male,0,3.90
95751,59,Norway,Male,0,6.83
97996,37,Niger,Female,0,4.46
92444,88,Morocco,Male,0,6.16
91723,89,Myanmar,Male,0,5.75
48978,43,Angola,Female,0,6.35
98331,49,Ecuador,Male,0,5.65
31308,49,Indonesia,Female,0,5.27
63003,47,Kosovo,Male,0,6.20
27771,29,Macedonia,Female,0,5.54
49760,49,Angola,Male,0,7.19
47162,33,Swaziland,Female,0,5.84
56667,70,China,Male,0,6.40
19701,76,Paraguay,Female,0,4.33
19684,75,South Africa,Male,0,4.73
62445,46,Tajikistan,Female,0,5.08
93659,68,Kyrgyzstan,Female,0,7.61
69556,63,France,Female,0,6.61
57008,84,Nicaragua,Male,1,6.53
32998,82,Pakistan,Male,0,4.50
54317,49,Burkina Faso,Female,0,5.39
96887,34,Spain,Male,0,5.81
74182,45,Mongolia,Female,0,4.41
73053,65,Switzerland,Male,0,8.92
86446,78,United Arab Emirates,Female,0,6.08
54226,70,Malaysia,Female,0,7.05
43861,47,Uruguay,Male,0,5.95
84872,36,Kyrgyzstan,Male,0,4.62
63449,75,Gabon,Male,0,6.69
49509,44,Turkey,Male,0,4.22
40467,74,Colombia,Female,0,8.76
68441,41,Djibouti,Female,0,7.14
62640,44,Nicaragua,Male,0,7.03
46782,47,South Korea,Female,0,7.25
47282,30,Comoros,Male,0,4.20
42481,38,Germany,Male,0,6.22
30780,44,Liberia,Male,0,2.90
